area,bbox_w,bbox_h,extent,aspect_ratio,mean_intensity,std_intensity,contrast,label
5.0,4.0,2.0,0.625,2.0,66.6,6.711184694225007,8.599999999999994,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,67.75,5.539629951540085,9.75,0
4.0,2.0,4.0,0.5,0.5,66.75,3.897114317029974,8.75,0
2.0,1.0,2.0,1.0,0.5,70.0,2.0,12.0,0
2.0,2.0,2.0,0.5,1.0,64.0,1.0,6.0,0
9.0,4.0,5.0,0.45,0.8,67.88888888888889,5.152010275275391,10.888888888888886,0
14.0,8.0,3.0,0.5833333333333334,2.6666666666666665,67.0,8.053393251117374,10.0,0
3.0,2.0,2.0,0.75,1.0,64.0,3.559026084010437,7.0,0
3.0,2.0,2.0,0.75,1.0,65.66666666666667,3.39934634239519,7.666666666666671,0
2.0,1.0,2.0,1.0,0.5,60.5,0.5,2.5,0
3.0,3.0,1.0,1.0,3.0,63.333333333333336,5.436502143433364,5.333333333333336,0
7.0,5.0,3.0,0.4666666666666667,1.6666666666666667,72.57142857142857,11.223153909372774,14.57142857142857,0
2.0,1.0,2.0,1.0,0.5,68.0,8.0,10.0,0
2.0,2.0,1.0,1.0,2.0,64.5,1.5,6.5,0
2.0,2.0,1.0,1.0,2.0,69.5,4.5,11.5,0
2.0,1.0,2.0,1.0,0.5,74.0,0.0,16.0,0
3.0,3.0,1.0,1.0,3.0,62.666666666666664,3.299831645537222,4.666666666666664,0
3.0,2.0,2.0,0.75,1.0,71.0,11.224972160321824,13.0,0
6.0,3.0,4.0,0.5,0.75,67.0,6.97614984548545,9.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,71.66666666666667,8.956685895029603,13.666666666666671,0
16.0,7.0,5.0,0.45714285714285713,1.4,63.6875,4.103637867794867,6.6875,0
3.0,3.0,1.0,1.0,3.0,62.0,3.265986323710904,5.0,0
3.0,2.0,3.0,0.5,0.6666666666666666,64.0,7.118052168020874,7.0,0
2.0,1.0,2.0,1.0,0.5,67.5,1.5,9.5,0
3.0,2.0,2.0,0.75,1.0,66.33333333333333,2.6246692913372702,8.333333333333329,0
2.0,1.0,2.0,1.0,0.5,70.0,8.0,12.0,0
2.0,2.0,1.0,1.0,2.0,63.0,3.0,5.0,0
5.0,4.0,2.0,0.625,2.0,61.2,4.166533331199932,3.200000000000003,0
2.0,2.0,1.0,1.0,2.0,62.0,2.0,4.0,0
6.0,4.0,3.0,0.5,1.3333333333333333,72.0,6.928203230275509,15.0,0
7.0,4.0,4.0,0.4375,1.0,68.42857142857143,6.986868148935705,11.42857142857143,0
5.0,2.0,4.0,0.625,0.5,65.6,7.310266752998826,8.599999999999994,0
3.0,3.0,1.0,1.0,3.0,64.33333333333333,2.357022603955158,6.333333333333329,0
3.0,2.0,2.0,0.75,1.0,64.66666666666667,2.0548046676563256,6.666666666666671,0
7.0,3.0,5.0,0.4666666666666667,0.6,62.285714285714285,4.977500397195527,4.285714285714285,0
3.0,2.0,3.0,0.5,0.6666666666666666,65.66666666666667,5.312459150169742,7.666666666666671,0
3.0,2.0,3.0,0.5,0.6666666666666666,64.66666666666667,4.0276819911981905,6.666666666666671,0
2.0,2.0,1.0,1.0,2.0,66.5,0.5,8.5,0
5.0,3.0,3.0,0.5555555555555556,1.0,66.0,9.055385138137417,8.0,0
3.0,3.0,1.0,1.0,3.0,68.0,3.559026084010437,10.0,0
3.0,3.0,2.0,0.5,1.5,64.66666666666667,5.90668171555645,6.666666666666671,0
2.0,1.0,2.0,1.0,0.5,59.5,0.5,2.5,0
2.0,2.0,1.0,1.0,2.0,65.5,7.5,8.5,0
2.0,2.0,1.0,1.0,2.0,70.5,1.5,13.5,0
5.0,2.0,4.0,0.625,0.5,66.6,3.9293765408777,8.599999999999994,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,68.25,8.814051281902097,10.25,0
7.0,4.0,3.0,0.5833333333333334,1.3333333333333333,64.42857142857143,5.851914042361155,6.428571428571431,0
3.0,3.0,2.0,0.5,1.5,61.333333333333336,4.714045207910317,3.3333333333333357,0
5.0,3.0,3.0,0.5555555555555556,1.0,66.4,8.475848040166836,8.400000000000006,0
2.0,1.0,2.0,1.0,0.5,66.5,7.5,8.5,0
2.0,2.0,2.0,0.5,1.0,72.5,4.5,14.5,0
2.0,2.0,2.0,0.5,1.0,72.5,1.5,14.5,0
2.0,1.0,2.0,1.0,0.5,64.0,5.0,6.0,0
2.0,1.0,2.0,1.0,0.5,70.5,9.5,12.5,0
2.0,1.0,2.0,1.0,0.5,67.0,0.0,9.0,0
10.0,5.0,4.0,0.5,1.25,64.7,5.9,6.700000000000003,0
5.0,4.0,2.0,0.625,2.0,67.8,9.325234581499814,9.799999999999997,0
3.0,2.0,2.0,0.75,1.0,69.0,7.874007874011811,11.0,0
2.0,1.0,2.0,1.0,0.5,73.0,0.0,15.0,0
17.0,5.0,9.0,0.37777777777777777,0.5555555555555556,67.29411764705883,6.6753691757997915,9.294117647058826,0
4.0,3.0,2.0,0.6666666666666666,1.5,64.75,10.568230693924125,6.75,0
7.0,4.0,5.0,0.35,0.8,62.42857142857143,3.8491981672307083,4.428571428571431,0
2.0,1.0,2.0,1.0,0.5,65.5,5.5,8.5,0
2.0,2.0,1.0,1.0,2.0,62.0,2.0,5.0,0
11.0,8.0,3.0,0.4583333333333333,2.6666666666666665,67.9090909090909,6.302301822704369,10.909090909090907,0
2.0,1.0,2.0,1.0,0.5,83.0,6.0,9.0,0
4.0,1.0,4.0,1.0,0.25,88.0,6.041522986797286,14.0,0
2.0,2.0,2.0,0.5,1.0,93.5,5.5,19.5,0
3.0,1.0,3.0,1.0,0.3333333333333333,84.0,0.816496580927726,9.0,0
5.0,2.0,3.0,0.8333333333333334,0.6666666666666666,83.0,4.242640687119285,8.0,0
2.0,2.0,1.0,1.0,2.0,89.0,0.0,14.0,0
4.0,2.0,2.0,1.0,1.0,82.75,3.344772040064913,7.75,0
2.0,1.0,2.0,1.0,0.5,84.0,7.0,9.0,0
2.0,1.0,2.0,1.0,0.5,77.5,1.5,2.5,0
3.0,2.0,3.0,0.5,0.6666666666666666,81.33333333333333,2.494438257849294,6.333333333333329,0
4.0,3.0,2.0,0.6666666666666666,1.5,80.0,4.949747468305833,5.0,0
3.0,3.0,1.0,1.0,3.0,80.0,3.7416573867739413,5.0,0
2.0,1.0,2.0,1.0,0.5,81.5,6.5,6.5,0
2.0,1.0,2.0,1.0,0.5,84.0,5.0,9.0,0
2.0,1.0,2.0,1.0,0.5,88.0,2.0,13.0,0
5.0,2.0,5.0,0.5,0.4,84.2,3.6,9.200000000000003,0
2.0,1.0,2.0,1.0,0.5,80.5,5.5,5.5,0
3.0,2.0,2.0,0.75,1.0,82.66666666666667,4.0276819911981905,7.666666666666671,0
6.0,2.0,4.0,0.75,0.5,82.66666666666667,6.18241233033047,7.666666666666671,0
5.0,3.0,2.0,0.8333333333333334,1.5,81.2,3.4871191548325386,6.200000000000003,0
3.0,2.0,2.0,0.75,1.0,86.66666666666667,7.408703590297623,11.666666666666671,0
3.0,2.0,2.0,0.75,1.0,84.33333333333333,6.128258770283412,9.333333333333329,0
2.0,1.0,2.0,1.0,0.5,85.5,6.5,10.5,0
6.0,3.0,3.0,0.6666666666666666,1.0,80.83333333333333,4.633812924819281,5.833333333333329,0
4.0,3.0,2.0,0.6666666666666666,1.5,81.75,3.2691742076555053,6.75,0
2.0,1.0,2.0,1.0,0.5,98.0,2.0,23.0,0
2.0,2.0,2.0,0.5,1.0,81.0,2.0,6.0,0
2.0,2.0,2.0,0.5,1.0,80.5,5.5,5.5,0
6.0,3.0,3.0,0.6666666666666666,1.0,93.83333333333333,13.334374959313074,18.83333333333333,0
5.0,3.0,2.0,0.8333333333333334,1.5,80.2,3.059411708155671,5.200000000000003,0
2.0,1.0,2.0,1.0,0.5,83.5,0.5,9.5,0
2.0,1.0,2.0,1.0,0.5,88.5,3.5,14.5,0
8.0,4.0,4.0,0.5,1.0,84.875,4.88460592064498,10.875,0
2.0,2.0,1.0,1.0,2.0,83.5,7.5,8.5,0
2.0,1.0,2.0,1.0,0.5,89.5,1.5,14.5,0
7.0,6.0,2.0,0.5833333333333334,3.0,81.0,5.209880722517277,6.0,0
3.0,3.0,3.0,0.3333333333333333,1.0,93.66666666666667,5.734883511361751,18.66666666666667,0
2.0,1.0,2.0,1.0,0.5,78.5,0.5,3.5,0
2.0,2.0,1.0,1.0,2.0,81.0,1.0,6.0,0
3.0,2.0,2.0,0.75,1.0,82.33333333333333,4.988876515698588,7.333333333333329,0
2.0,2.0,1.0,1.0,2.0,79.0,2.0,4.0,0
2.0,2.0,2.0,0.5,1.0,81.0,2.0,6.0,0
2.0,2.0,2.0,0.5,1.0,89.5,6.5,14.5,0
9.0,5.0,4.0,0.45,1.25,83.77777777777777,8.508528764034066,8.777777777777771,0
3.0,2.0,2.0,0.75,1.0,84.0,5.0990195135927845,9.0,0
5.0,3.0,3.0,0.5555555555555556,1.0,87.8,10.146920715172657,12.799999999999997,0
13.0,6.0,6.0,0.3611111111111111,1.0,84.6923076923077,5.282549142581352,9.692307692307693,0
5.0,4.0,3.0,0.4166666666666667,1.3333333333333333,88.2,5.81033561853358,13.200000000000003,0
6.0,4.0,3.0,0.5,1.3333333333333333,82.66666666666667,5.280993172584953,8.666666666666671,0
2.0,2.0,1.0,1.0,2.0,93.5,0.5,19.5,0
2.0,1.0,2.0,1.0,0.5,79.0,2.0,5.0,0
3.0,3.0,2.0,0.5,1.5,77.66666666666667,2.494438257849294,3.6666666666666714,0
3.0,2.0,2.0,0.75,1.0,81.66666666666667,3.7712361663282534,7.666666666666671,0
2.0,2.0,1.0,1.0,2.0,85.0,8.0,11.0,0
3.0,2.0,2.0,0.75,1.0,80.33333333333333,0.9428090415820634,6.333333333333329,0
7.0,4.0,4.0,0.4375,1.0,83.85714285714286,5.617029500382142,9.857142857142861,0
13.0,4.0,6.0,0.5416666666666666,0.6666666666666666,86.15384615384616,7.882269819968921,12.15384615384616,0
3.0,2.0,3.0,0.5,0.6666666666666666,79.33333333333333,4.784233364802441,4.333333333333329,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,79.0,2.1213203435596424,4.0,0
5.0,2.0,4.0,0.625,0.5,85.0,4.47213595499958,10.0,0
3.0,1.0,3.0,1.0,0.3333333333333333,79.33333333333333,2.0548046676563256,4.333333333333329,0
4.0,3.0,4.0,0.3333333333333333,0.75,85.75,8.926785535678562,10.75,0
2.0,2.0,1.0,1.0,2.0,81.0,0.0,6.0,0
2.0,2.0,2.0,0.5,1.0,87.5,2.5,13.5,0
13.0,6.0,5.0,0.43333333333333335,1.2,85.6923076923077,5.92757072286415,11.692307692307693,0
2.0,2.0,1.0,1.0,2.0,83.0,0.0,9.0,0
3.0,3.0,2.0,0.5,1.5,80.0,0.816496580927726,5.0,0
2.0,1.0,2.0,1.0,0.5,78.5,3.5,3.5,0
3.0,1.0,3.0,1.0,0.3333333333333333,83.0,1.4142135623730951,8.0,0
2.0,1.0,2.0,1.0,0.5,79.0,1.0,4.0,0
5.0,4.0,2.0,0.625,2.0,80.6,6.343500610861482,5.599999999999994,0
3.0,3.0,1.0,1.0,3.0,84.66666666666667,10.143416036468626,9.666666666666671,0
2.0,1.0,2.0,1.0,0.5,77.0,2.0,2.0,0
2.0,1.0,2.0,1.0,0.5,79.0,2.0,4.0,0
11.0,4.0,5.0,0.55,0.8,87.18181818181819,8.472610221587097,12.181818181818187,0
2.0,2.0,2.0,0.5,1.0,82.5,3.5,7.5,0
3.0,2.0,3.0,0.5,0.6666666666666666,78.33333333333333,3.2998316455372216,3.3333333333333286,0
3.0,2.0,2.0,0.75,1.0,80.0,1.4142135623730951,5.0,0
2.0,2.0,2.0,0.5,1.0,79.0,1.0,4.0,0
2.0,1.0,2.0,1.0,0.5,82.5,6.5,7.5,0
4.0,3.0,2.0,0.6666666666666666,1.5,82.5,3.840572873934304,7.5,0
7.0,3.0,4.0,0.5833333333333334,0.75,84.57142857142857,6.091144458665098,10.57142857142857,0
2.0,2.0,1.0,1.0,2.0,78.5,1.5,4.5,0
4.0,3.0,2.0,0.6666666666666666,1.5,80.75,4.710360920354193,6.75,0
2.0,1.0,2.0,1.0,0.5,89.0,6.0,15.0,0
5.0,2.0,4.0,0.625,0.5,85.2,8.35224520712844,11.200000000000003,0
4.0,2.0,2.0,1.0,1.0,79.5,3.3541019662496847,5.5,0
3.0,2.0,3.0,0.5,0.6666666666666666,81.33333333333333,3.858612300930075,6.333333333333329,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,85.0,8.573214099741124,10.0,0
3.0,1.0,3.0,1.0,0.3333333333333333,90.0,10.03327796219494,15.0,0
3.0,3.0,2.0,0.5,1.5,82.33333333333333,5.734883511361751,7.333333333333329,0
3.0,2.0,2.0,0.75,1.0,79.66666666666667,5.185449728701348,4.666666666666671,0
3.0,3.0,3.0,0.3333333333333333,1.0,77.33333333333333,1.247219128924647,2.3333333333333286,0
2.0,2.0,2.0,0.5,1.0,90.0,3.0,16.0,0
2.0,1.0,2.0,1.0,0.5,84.5,0.5,10.5,0
5.0,3.0,3.0,0.5555555555555556,1.0,80.8,3.0594117081556713,6.799999999999997,0
2.0,2.0,1.0,1.0,2.0,79.0,4.0,4.0,0
7.0,4.0,3.0,0.5833333333333334,1.3333333333333333,87.71428571428571,5.364280958719597,12.714285714285708,0
3.0,3.0,3.0,0.3333333333333333,1.0,82.33333333333333,3.858612300930075,7.333333333333329,0
2.0,2.0,2.0,0.5,1.0,90.0,0.0,15.0,0
14.0,6.0,5.0,0.4666666666666667,1.2,85.57142857142857,7.880484808457315,10.57142857142857,0
2.0,2.0,1.0,1.0,2.0,85.0,1.0,10.0,0
4.0,2.0,2.0,1.0,1.0,83.25,1.299038105676658,8.25,0
3.0,2.0,2.0,0.75,1.0,79.33333333333333,3.681787005729087,4.333333333333329,0
2.0,1.0,2.0,1.0,0.5,83.5,8.5,8.5,0
5.0,3.0,2.0,0.8333333333333334,1.5,85.6,4.8,11.599999999999994,0
2.0,2.0,1.0,1.0,2.0,89.0,3.0,15.0,0
3.0,3.0,1.0,1.0,3.0,84.0,5.0990195135927845,10.0,0
2.0,2.0,1.0,1.0,2.0,84.0,7.0,10.0,0
2.0,1.0,2.0,1.0,0.5,84.0,5.0,10.0,0
2.0,1.0,2.0,1.0,0.5,98.0,15.0,24.0,0
2.0,2.0,1.0,1.0,2.0,85.0,1.0,10.0,0
2.0,2.0,1.0,1.0,2.0,81.5,5.5,6.5,0
11.0,4.0,6.0,0.4583333333333333,0.6666666666666666,82.54545454545455,5.314878538997624,7.545454545454547,0
2.0,1.0,2.0,1.0,0.5,88.5,3.5,13.5,0
3.0,2.0,3.0,0.5,0.6666666666666666,84.66666666666667,2.0548046676563256,9.666666666666671,0
2.0,1.0,2.0,1.0,0.5,85.0,2.0,10.0,0
2.0,2.0,1.0,1.0,2.0,90.5,7.5,15.5,0
2.0,2.0,1.0,1.0,2.0,89.5,10.5,14.5,0
6.0,5.0,2.0,0.6,2.5,88.0,7.958224257542215,13.0,0
2.0,1.0,2.0,1.0,0.5,33.0,12.0,14.0,0
4.0,2.0,2.0,1.0,1.0,28.5,3.2015621187164243,9.5,0
6.0,4.0,4.0,0.375,1.0,27.833333333333332,3.890872509976251,8.833333333333332,0
4.0,3.0,3.0,0.4444444444444444,1.0,31.25,2.5860201081971503,11.25,0
3.0,2.0,2.0,0.75,1.0,27.0,4.320493798938574,7.0,0
2.0,2.0,1.0,1.0,2.0,25.5,4.5,5.5,0
47.0,17.0,9.0,0.30718954248366015,1.8888888888888888,28.829787234042552,5.517165279442706,8.829787234042552,0
2.0,2.0,2.0,0.5,1.0,28.5,1.5,8.5,0
2.0,2.0,2.0,0.5,1.0,33.0,1.0,13.0,0
5.0,4.0,3.0,0.4166666666666667,1.3333333333333333,31.6,5.083306010855534,11.600000000000001,0
2.0,1.0,2.0,1.0,0.5,39.0,10.0,19.0,0
2.0,2.0,2.0,0.5,1.0,32.0,3.0,12.0,0
2.0,2.0,2.0,0.5,1.0,30.0,6.0,11.0,0
2.0,2.0,1.0,1.0,2.0,42.5,6.5,23.5,0
3.0,3.0,2.0,0.5,1.5,26.666666666666668,4.189935029992178,7.666666666666668,0
2.0,2.0,2.0,0.5,1.0,30.0,6.0,11.0,0
2.0,1.0,2.0,1.0,0.5,27.0,5.0,8.0,0
4.0,2.0,2.0,1.0,1.0,27.25,4.02336923485777,8.25,0
2.0,1.0,2.0,1.0,0.5,29.5,4.5,10.5,0
3.0,1.0,3.0,1.0,0.3333333333333333,26.0,2.943920288775949,7.0,0
5.0,3.0,3.0,0.5555555555555556,1.0,31.0,4.857983120596447,12.0,0
4.0,3.0,2.0,0.6666666666666666,1.5,35.5,6.18465843842649,16.5,0
5.0,4.0,2.0,0.625,2.0,31.6,7.552483035399683,12.600000000000001,0
2.0,2.0,1.0,1.0,2.0,29.0,3.0,10.0,0
6.0,3.0,3.0,0.6666666666666666,1.0,30.333333333333332,7.156970184527963,10.333333333333332,0
3.0,1.0,3.0,1.0,0.3333333333333333,25.666666666666668,1.8856180831641267,5.666666666666668,0
3.0,2.0,2.0,0.75,1.0,22.0,0.0,2.0,0
14.0,5.0,9.0,0.3111111111111111,0.5555555555555556,28.857142857142858,5.166611805721464,8.857142857142858,0
2.0,2.0,1.0,1.0,2.0,27.0,4.0,7.0,0
4.0,3.0,2.0,0.6666666666666666,1.5,30.25,10.662434056068061,10.25,0
2.0,2.0,1.0,1.0,2.0,28.5,7.5,9.5,0
2.0,2.0,1.0,1.0,2.0,22.0,1.0,3.0,0
2.0,2.0,1.0,1.0,2.0,28.0,3.0,9.0,0
5.0,4.0,2.0,0.625,2.0,28.2,4.166533331199932,9.2,0
5.0,3.0,4.0,0.4166666666666667,0.75,27.0,3.22490309931942,8.0,0
20.0,7.0,6.0,0.47619047619047616,1.1666666666666667,27.15,5.101715397785338,8.149999999999999,0
6.0,4.0,4.0,0.375,1.0,31.333333333333332,10.434983894999018,11.333333333333332,0
2.0,2.0,1.0,1.0,2.0,37.0,7.0,17.0,0
2.0,1.0,2.0,1.0,0.5,38.5,8.5,18.5,0
3.0,3.0,2.0,0.5,1.5,32.0,0.816496580927726,12.0,0
7.0,3.0,4.0,0.5833333333333334,0.75,33.57142857142857,10.472510176063574,13.57142857142857,0
2.0,2.0,1.0,1.0,2.0,29.0,4.0,9.0,0
2.0,2.0,2.0,0.5,1.0,27.5,5.5,7.5,0
4.0,3.0,2.0,0.6666666666666666,1.5,33.5,7.794228634059948,13.5,0
5.0,2.0,4.0,0.625,0.5,28.6,4.176122603564219,8.600000000000001,0
8.0,4.0,4.0,0.5,1.0,34.0,7.19374728496908,14.0,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,27.25,5.584576975922169,7.25,0
5.0,3.0,2.0,0.8333333333333334,1.5,31.8,4.1182520563948,11.8,0
9.0,5.0,5.0,0.36,1.0,33.333333333333336,5.163977794943222,13.333333333333336,0
2.0,2.0,1.0,1.0,2.0,30.0,3.0,10.0,0
6.0,3.0,3.0,0.6666666666666666,1.0,30.333333333333332,4.068851871911234,10.333333333333332,0
2.0,2.0,1.0,1.0,2.0,33.0,6.0,13.0,0
3.0,2.0,2.0,0.75,1.0,32.333333333333336,7.717224601860151,12.333333333333336,0
10.0,3.0,6.0,0.5555555555555556,0.5,32.3,7.563729238940273,12.299999999999997,0
2.0,2.0,1.0,1.0,2.0,40.0,6.0,21.0,0
2.0,2.0,2.0,0.5,1.0,29.0,7.0,10.0,0
11.0,5.0,3.0,0.7333333333333333,1.6666666666666667,31.454545454545453,7.901250031869369,12.454545454545453,0
2.0,2.0,2.0,0.5,1.0,32.5,1.5,13.5,0
2.0,1.0,2.0,1.0,0.5,25.5,0.5,6.5,0
3.0,2.0,2.0,0.75,1.0,29.0,7.2571803523590805,10.0,0
5.0,4.0,2.0,0.625,2.0,30.8,5.2687759489277965,10.8,0
4.0,2.0,2.0,1.0,1.0,26.5,6.34428877022476,6.5,0
13.0,5.0,7.0,0.37142857142857144,0.7142857142857143,32.46153846153846,6.356285618496491,12.46153846153846,0
3.0,2.0,2.0,0.75,1.0,32.0,8.48528137423857,13.0,0
2.0,2.0,1.0,1.0,2.0,33.5,10.5,14.5,0
3.0,2.0,2.0,0.75,1.0,31.0,3.265986323710904,12.0,0
5.0,3.0,3.0,0.5555555555555556,1.0,37.6,7.914543574963751,18.6,0
7.0,4.0,5.0,0.35,0.8,26.714285714285715,2.813959371941744,7.714285714285715,0
3.0,3.0,2.0,0.5,1.5,30.333333333333332,2.8674417556808756,11.333333333333332,0
4.0,4.0,1.0,1.0,4.0,28.25,1.7853571071357126,9.25,0
3.0,3.0,2.0,0.5,1.5,29.0,2.160246899469287,10.0,0
2.0,1.0,2.0,1.0,0.5,34.5,3.5,15.5,0
3.0,3.0,2.0,0.5,1.5,30.333333333333332,2.8674417556808756,10.333333333333332,0
2.0,2.0,2.0,0.5,1.0,31.5,2.5,11.5,0
2.0,1.0,2.0,1.0,0.5,27.0,6.0,7.0,0
8.0,3.0,4.0,0.6666666666666666,0.75,36.75,9.364160400164021,16.75,0
7.0,3.0,3.0,0.7777777777777778,1.0,33.285714285714285,6.51841974088562,13.285714285714285,0
2.0,2.0,1.0,1.0,2.0,32.5,10.5,12.5,0
2.0,2.0,1.0,1.0,2.0,25.5,3.5,6.5,0
2.0,2.0,1.0,1.0,2.0,38.0,1.0,19.0,0
3.0,1.0,3.0,1.0,0.3333333333333333,29.0,5.715476066494082,10.0,0
2.0,1.0,2.0,1.0,0.5,33.0,4.0,14.0,0
3.0,2.0,2.0,0.75,1.0,35.666666666666664,5.312459150169743,16.666666666666664,0
2.0,2.0,2.0,0.5,1.0,21.0,0.0,2.0,0
7.0,4.0,4.0,0.4375,1.0,29.571428571428573,6.343886660335576,10.571428571428573,0
3.0,2.0,3.0,0.5,0.6666666666666666,27.666666666666668,3.0912061651652345,8.666666666666668,0
4.0,2.0,3.0,0.6666666666666666,0.6666666666666666,28.5,4.272001872658765,9.5,0
2.0,1.0,2.0,1.0,0.5,27.0,5.0,7.0,0
9.0,4.0,4.0,0.5625,1.0,27.333333333333332,6.164414002968976,7.333333333333332,0
2.0,2.0,2.0,0.5,1.0,29.5,6.5,9.5,0
2.0,2.0,2.0,0.5,1.0,34.0,0.0,14.0,0
3.0,2.0,2.0,0.75,1.0,28.333333333333332,8.339997335464536,8.333333333333332,0
3.0,1.0,3.0,1.0,0.3333333333333333,26.333333333333332,2.6246692913372702,6.333333333333332,0
2.0,2.0,1.0,1.0,2.0,33.5,0.5,14.5,0
6.0,3.0,3.0,0.6666666666666666,1.0,38.333333333333336,7.363574011458175,19.333333333333336,0
3.0,2.0,2.0,0.75,1.0,27.333333333333332,7.586537784494028,8.333333333333332,0
7.0,3.0,4.0,0.5833333333333334,0.75,25.714285714285715,6.08779307218929,5.714285714285715,0
4.0,2.0,4.0,0.5,0.5,28.5,1.118033988749895,8.5,0
2.0,2.0,1.0,1.0,2.0,36.0,14.0,16.0,0
3.0,3.0,3.0,0.3333333333333333,1.0,24.0,1.4142135623730951,5.0,0
8.0,4.0,4.0,0.5,1.0,30.5,7.905694150420948,11.5,0
5.0,2.0,4.0,0.625,0.5,29.4,1.854723699099141,10.399999999999999,0
2.0,2.0,1.0,1.0,2.0,23.0,2.0,3.0,0
2.0,1.0,2.0,1.0,0.5,32.0,5.0,12.0,0
2.0,1.0,2.0,1.0,0.5,32.5,4.5,12.5,0
2.0,2.0,1.0,1.0,2.0,41.0,0.0,21.0,0
2.0,1.0,2.0,1.0,0.5,24.0,2.0,4.0,0
7.0,3.0,4.0,0.5833333333333334,0.75,28.428571428571427,6.651683843898751,8.428571428571427,0
3.0,2.0,2.0,0.75,1.0,31.333333333333332,7.586537784494028,11.333333333333332,0
2.0,1.0,2.0,1.0,0.5,26.0,4.0,6.0,0
2.0,1.0,2.0,1.0,0.5,29.5,6.5,9.5,0
7.0,3.0,5.0,0.4666666666666667,0.6,30.285714285714285,5.573259772323188,10.285714285714285,0
2.0,1.0,2.0,1.0,0.5,25.5,0.5,5.5,0
5.0,4.0,2.0,0.625,2.0,25.0,2.6076809620810595,5.0,0
25.0,8.0,11.0,0.2840909090909091,0.7272727272727273,31.48,8.872970190415383,11.48,0
2.0,2.0,2.0,0.5,1.0,25.0,4.0,5.0,0
2.0,1.0,2.0,1.0,0.5,38.0,2.0,18.0,0
17.0,9.0,7.0,0.2698412698412698,1.2857142857142858,26.941176470588236,4.999653967264889,6.9411764705882355,0
3.0,3.0,2.0,0.5,1.5,22.666666666666668,1.247219128924647,2.666666666666668,0
2.0,1.0,2.0,1.0,0.5,32.5,5.5,12.5,0
100.0,10.0,10.0,1.0,1.0,69.53,10.16017224263447,69.53,1
100.0,10.0,10.0,1.0,1.0,70.95,12.09659042871172,70.95,1
100.0,10.0,10.0,1.0,1.0,70.17,12.123576205064245,70.17,1
100.0,10.0,10.0,1.0,1.0,69.38,11.262131237026143,69.38,1
100.0,10.0,10.0,1.0,1.0,70.14,13.666030879520212,70.14,1
99.0,10.0,10.0,0.99,1.0,67.1919191919192,11.339282545202526,67.1919191919192,1
100.0,10.0,10.0,1.0,1.0,69.21,11.91074724775906,69.21,1
100.0,10.0,10.0,1.0,1.0,68.66,11.623441831058477,68.66,1
99.0,10.0,10.0,0.99,1.0,72.20202020202021,11.650620825336027,72.20202020202021,1
100.0,10.0,10.0,1.0,1.0,67.84,12.214515954388041,67.84,1
100.0,10.0,10.0,1.0,1.0,69.55,10.461715920440586,69.55,1
100.0,10.0,10.0,1.0,1.0,71.29,12.316894900907453,71.29,1
99.0,10.0,10.0,0.99,1.0,68.6969696969697,12.66064812793104,68.6969696969697,1
100.0,10.0,10.0,1.0,1.0,69.39,11.826153220722281,69.39,1
100.0,10.0,10.0,1.0,1.0,71.0,12.50439922587247,71.0,1
100.0,10.0,10.0,1.0,1.0,69.89,12.07633636497427,69.89,1
100.0,10.0,10.0,1.0,1.0,69.27,12.193321942768508,69.27,1
100.0,10.0,10.0,1.0,1.0,70.35,11.3343504445557,70.35,1
99.0,10.0,10.0,0.99,1.0,69.24242424242425,12.349367880678816,69.24242424242425,1
99.0,10.0,10.0,0.99,1.0,69.46464646464646,12.128364892928595,69.46464646464646,1
99.0,10.0,10.0,0.99,1.0,69.83838383838383,11.169680344762927,69.83838383838383,1
100.0,10.0,10.0,1.0,1.0,68.07,10.723110556177252,68.07,1
100.0,10.0,10.0,1.0,1.0,68.43,13.578847521052735,68.43,1
97.0,10.0,10.0,0.97,1.0,69.69072164948453,11.296711340389646,69.69072164948453,1
100.0,10.0,10.0,1.0,1.0,69.68,11.301221172952948,69.68,1
100.0,10.0,10.0,1.0,1.0,67.56,10.872276670504663,67.56,1
100.0,10.0,10.0,1.0,1.0,70.46,11.545925688311007,70.46,1
99.0,10.0,10.0,0.99,1.0,69.57575757575758,11.110183616017986,69.57575757575758,1
99.0,10.0,10.0,0.99,1.0,68.25252525252525,11.229779524485519,68.25252525252525,1
100.0,10.0,10.0,1.0,1.0,68.59,11.979227854916195,68.59,1
99.0,10.0,10.0,0.99,1.0,71.12121212121212,11.874148753985368,71.12121212121212,1
100.0,10.0,10.0,1.0,1.0,68.46,12.797984216274061,68.46,1
99.0,10.0,10.0,0.99,1.0,68.65656565656566,13.179538484709228,68.65656565656566,1
99.0,10.0,10.0,0.99,1.0,72.4040404040404,10.996711346707794,72.4040404040404,1
100.0,10.0,10.0,1.0,1.0,69.04,12.716068574838689,69.04,1
100.0,10.0,10.0,1.0,1.0,67.35,10.584304417390875,67.35,1
100.0,10.0,10.0,1.0,1.0,69.46,11.957775712899117,69.46,1
